"","kingdom","phylum","class","order","family","genus","species"
"1754","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Dissophora","unidentified"
"1756","Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae","Monosporascus","Monosporascus ibericus"
"1758","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glomus invermaium"
"1762","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron tenuissimum"
"1771","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Polyozellus","Polyozellus umbrinascens"
"1772","Fungi","Basidiomycota","Agaricomycetes","Russulales","Lachnocladiaceae","Vararia","unidentified"
"1774","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Subramaniula","Subramaniula irregularis"
"1775","Fungi","Ascomycota","Orbiliomycetes","unidentified","unidentified","unidentified","unidentified"
"1778","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Pseudaleuria","unidentified"
"1779","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Myxotrichum","unidentified"
"1782","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Debaryomyces","Debaryomyces prosopidis"
"1784","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leptodontidiaceae","Leptodontidium","Leptodontidium trabinellum"
"1785","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Auxarthron","Auxarthron concentricum"
"1786","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","unidentified","unidentified"
"1789","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Xenochalara","unidentified"
"1790","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hymenogastraceae","Hebeloma","Hebeloma parvicystidiatum"
"1797","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Hypsizygus","Hypsizygus marmoreus"
"1798","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Teratosphaeria","unidentified"
"1801","Fungi","Ascomycota","Sordariomycetes","Sordariales","Helminthosphaeriaceae","Endophragmiella","Endophragmiella dimorphospora"
"1802","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Extremaceae","unidentified","unidentified"
"1809","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Glarea","unidentified"
"1813","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium thomii"
"1814","Fungi","Ascomycota","Leotiomycetes","Helotiales","Solenopeziaceae","unidentified","unidentified"
"1817","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","unidentified","unidentified"
"1823","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula farinipes"
"1828","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetales_fam_Incertae_sedis","Candida","unidentified"
"1829","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","unidentified","unidentified","unidentified"
"1830","Fungi","Glomeromycota","Glomeromycota_cls_Incertae_sedis","unidentified","unidentified","unidentified","unidentified"
"1832","Fungi","Rozellomycota","unidentified","unidentified","unidentified","unidentified","unidentified"
"1833","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Botryotrichum","Botryotrichum domesticum"
"1839","Fungi","Ascomycota","Leotiomycetes","Helotiales","Myxotrichaceae","Oidiodendron","Oidiodendron echinulatum"
"1840","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe calida"
"1842","Fungi","Ascomycota","Leotiomycetes","Helotiales","Tympanidaceae","unidentified","unidentified"
"1848","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","Tuber melanosporum"
"1853","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Teichosporaceae","Teichospora","unidentified"
"1860","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula puellaris"
"1861","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leotiaceae","Pezoloma","unidentified"
"1863","Fungi","Mucoromycota","Endogonomycetes","GS22","unidentified","unidentified","unidentified"
"1864","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus","Cryptococcus ramirezgomezianus"
"1870","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita pachycolea"
"1873","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Westerdykella","Westerdykella nigra"
"1875","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomidium","Chaetomidium leptoderma"
"1878","Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae","unidentified","unidentified"
"1880","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","Psathyrella merdicola"
"1881","Fungi","Basidiomycota","Ustilaginomycetes","Urocystidales","Urocystidaceae","Urocystis","unidentified"
"1888","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","unidentified","unidentified","unidentified"
"1889","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apodus","unidentified"
"1891","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora tengchongensis"
"1899","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","unidentified","unidentified"
"1900","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Auxarthron","Auxarthron alboluteum"
"1901","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Heteroconium","unidentified"
"1903","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","unidentified"
"1905","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Ambisporaceae","Ambispora","Ambispora fennica"
"1911","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","unidentified","unidentified"
"1918","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena","Mycena aetites"
"1924","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius incisus"
"1925","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula nigricans"
"1927","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Gonytrichum","unidentified"
"1934","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","unidentified","unidentified"
"1937","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","unidentified","unidentified"
"1942","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Phialophora","Phialophora cyclaminis"
"1943","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Sphaerostilbella","Sphaerostilbella toxica"
"1947","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Furcasterigmium","Furcasterigmium furcatum"
"1948","Fungi","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae","Verrucaria","unidentified"
"1955","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Burgoa","unidentified"
"1957","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","unidentified","unidentified","unidentified"
"1959","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Cunninghamellaceae","Cunninghamella","Cunninghamella elegans"
"1963","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","Psathyrella madida"
"1966","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria eureka"
"1974","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula brevipes"
"1976","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Powellomycetaceae","Fimicolochytrium","unidentified"
"1984","Fungi","Aphelidiomycota","Aphelidiomycetes","unidentified","unidentified","unidentified","unidentified"
"1990","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Sonoraphlyctidaceae","Sonoraphlyctis","unidentified"
"1993","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Extremaceae","Incertomyces","unidentified"
"1996","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Tetragoniomycetaceae","Tetragoniomyces","Tetragoniomyces uliginosus"
"1997","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Cheilymenia","Cheilymenia stercorea"
"2002","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","unidentified","unidentified","unidentified"
"2003","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","Cladophialophora sylvestris"
"2005","Fungi","Ascomycota","Leotiomycetes","unidentified","unidentified","unidentified","unidentified"
"2008","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe clandestina"
"2010","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium persicinum"
"2011","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Venturia","Venturia inaequalis"
"2012","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Coniothyriaceae","Coniothyrium","unidentified"
"2014","Fungi","Ascomycota","GS37","unidentified","unidentified","unidentified","unidentified"
"2016","Fungi","Basidiomycota","Tremellomycetes","Tremellales","unidentified","unidentified","unidentified"
"2018","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Leiothecium","Leiothecium ellipsoideum"
"2021","Fungi","Ascomycota","Leotiomycetes","Helotiales","Ploettnerulaceae","unidentified","unidentified"
"2022","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Marquandomyces","Marquandomyces marquandii"
"2025","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Agrocybe","Agrocybe arvalis"
"2031","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma victoriae"
"2040","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chaetosphaeria","Chaetosphaeria ciliata"
"2047","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","unidentified"
"2049","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lindgomycetaceae","Lindgomyces","Lindgomyces rotundatus"
"2050","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum schmidelii"
"2057","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita nivalis"
"2059","Fungi","Ascomycota","Leotiomycetes","Helotiales","Tricladiaceae","Tricladium","Tricladium varicosporioides"
"2079","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","Inocybe nemorosa"
"2088","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria lolii"
"2091","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","Agaricus comtulus"
"2092","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Mycenella","Mycenella trachyspora"
"2093","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","unidentified"
"2101","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactifluus","Lactifluus rugatus"
"2104","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","unidentified","unidentified"
"2108","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrophorus","Hygrophorus marzuolus"
"2114","Fungi","Ascomycota","Dothideomycetes","Venturiales","Venturiaceae","Tyrannosorus","Tyrannosorus pinicola"
"2116","Fungi","Basidiomycota","Agaricomycetes","Boletales","Sclerodermataceae","Scleroderma","Scleroderma cepa"
"2121","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Chaetosphaeronema","unidentified"
"2122","Fungi","Calcarisporiellomycota","Calcarisporiellomycetes","Calcarisporiellales","Calcarisporiellaceae","Calcarisporiella","unidentified"
"2123","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Leucothecium","unidentified"
"2125","Fungi","Ascomycota","Sordariomycetes","Atractosporales","unidentified","unidentified","unidentified"
"2129","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","Agaricus arvensis"
"2130","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria","Beauveria varroae"
"2132","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Polyschema","Polyschema larviformis"
"2135","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Wilcoxina","unidentified"
"2142","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Camposporium","Camposporium appendiculatum"
"2148","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Tulasnellaceae","Tulasnella","unidentified"
"2149","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Neodevriesiaceae","Neodevriesia","unidentified"
"2156","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Hygrocybe","Hygrocybe spadicea"
"2159","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudogymnoascus","unidentified"
"2163","Fungi","Olpidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified"
"2164","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Ramalina","Ramalina fraxinea"
"2169","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Occultibambusaceae","Brunneofusispora","unidentified"
"2173","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","Archaeospora","Archaeospora trappei"
"2182","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Genea","Genea thaxteri"
"2183","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","Entoloma minutisporum"
"2188","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiales_fam_Incertae_sedis","Atractospora","Atractospora decumbens"
"2201","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma asperellum"
"2204","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Aureoboletus","Aureoboletus gentilis"
"2205","Fungi","Ascomycota","Sordariomycetes","Xylariales","unidentified","unidentified","unidentified"
"2208","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Omphalotaceae","Marasmiellus","unidentified"
"2210","Fungi","Basidiomycota","Cystobasidiomycetes","Cystobasidiales","Cystobasidiaceae","unidentified","unidentified"
"2212","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arachnomycetaceae","unidentified","unidentified"
"2213","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","Schizothecium multipilosum"
"2214","Fungi","Monoblepharomycota","Monoblepharidomycetes","Monoblepharidales","Monoblepharidaceae","unidentified","unidentified"
"2216","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Melanoctona","unidentified"
"2219","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Devriesia","unidentified"
"2220","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","unidentified","unidentified","unidentified"
"2228","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","Acremonium pinkertoniae"
"2233","Fungi","Ascomycota","Leotiomycetes","Helotiales","Ploettnerulaceae","Helgardiomyces","Helgardiomyces anguioides"
"2239","Fungi","Ascomycota","Pezizomycetes","Pezizales","Discinaceae","Hydnotrya","unidentified"
"2242","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apiosordaria","Apiosordaria microcarpa"
"2245","Fungi","Basidiomycota","Agaricomycetes","Atheliales","Tylosporaceae","Amphinema","unidentified"
"2247","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius sarthalanus"
"2251","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hamatocanthoscyphaceae","Xenopolyscytalum","unidentified"
"2252","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Trimorphomycetaceae","Saitozyma","unidentified"
"2263","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","unidentified","unidentified"
"2264","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","Funneliformis caledonium"
"2266","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","Archaeospora","unidentified"
"2271","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys","Clonostachys krabiensis"
"2272","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora","unidentified"
"2276","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Thelebolaceae","Thelebolus","Thelebolus globosus"
"2283","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Thaxterogaster","Thaxterogaster purpurascens"
"2285","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Scoliciosporaceae","Scoliciosporum","Scoliciosporum umbrinum"
"2286","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Pachyphlodes","unidentified"
"2293","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Saksenaeaceae","Apophysomyces","Apophysomyces jiangsuensis"
"2294","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula foetentula"
"2296","Fungi","Ascomycota","Leotiomycetes","Helotiales","Rutstroemiaceae","Lanzia","Lanzia echinophila"
"2298","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apodus","Apodus deciduus"
"2304","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius intempestivus"
"2305","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Phylloporus","Phylloporus pelletieri"
"2307","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Xylaria","unidentified"
"2322","Fungi","Ascomycota","Pezizomycetes","Pezizales","Sarcosomataceae","Plectania","Plectania rhytidia"
"2335","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius bombycinus"
"2337","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","unidentified","unidentified"
"2339","Fungi","Ascomycota","Lichinomycetes","Lichinales","Lichinaceae","Phylliscum","Phylliscum demangeonii"
"2341","Fungi","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","Trechispora","Trechispora verruculosa"
"2342","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius bonachei"
"2350","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema","Sistotrema muscicola"
"2353","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","Cortinarius suberi"
"2357","Fungi","Ascomycota","Sordariomycetes","Xylariales","Graphostromataceae","Biscogniauxia","Biscogniauxia rosacearum"
"2360","Fungi","Ascomycota","Leotiomycetes","Helotiales","Tricladiaceae","Tricladium","Tricladium attenuatum"
"2364","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Warcupia","Warcupia terrestris"
"2367","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Mycenaceae","Mycena","Mycena stylobates"
"2369","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","unidentified"
"2375","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","Talaromyces columbiensis"
"2377","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Paraleptosphaeria","Paraleptosphaeria rumicis"
"2379","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Pseudocoleophoma","unidentified"
"2382","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Serendipitaceae","Serendipita","Serendipita vermifera"
"2386","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","unidentified"
"2390","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Phaeotremellaceae","Phaeotremella","Phaeotremella fagi"
"2395","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Capnodiales_fam_Incertae_sedis","Pseudopenidiella","unidentified"
"2405","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Cucurbitariaceae","Neocucurbitaria","Neocucurbitaria quercina"
"2406","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Gymnascella","Gymnascella hyalinospora"
"2409","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys","Clonostachys eriocamporesii"
"2412","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Powellomycetaceae","Powellomyces","unidentified"
"2413","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus flaschentraegeri"
"2414","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys","Clonostachys rosea"
"2415","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Nigrogranaceae","unidentified","unidentified"
"2418","Fungi","Ascomycota","Sordariomycetes","Sordariales","Neoschizotheciaceae","Neoschizothecium","Neoschizothecium carpinicola"
"2420","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Pseudophialocephala","Pseudophialocephala humicola"
"2421","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala salmonis"
"2422","Fungi","Glomeromycota","Glomeromycetes","Gigasporales","Gigasporaceae","Gigaspora","Gigaspora margarita"
"2427","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitopilus","Clitopilus brunneiceps"
"2434","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporales_fam_Incertae_sedis","Entrophospora","Entrophospora infrequens"
"2436","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Tetragoniomycetaceae","Cryptotrichosporon","unidentified"
"2440","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitopilus","Clitopilus giovanellae"
"2441","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium antarcticum"
"2442","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lepiota","Lepiota farinolens"
"2444","Fungi","Ascomycota","Pezizomycotina_cls_Incertae_sedis","Pezizomycotina_ord_Incertae_sedis","Pezizomycotina_fam_Incertae_sedis","Polylobatispora","unidentified"
"2445","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Lecanicillium","Lecanicillium psalliotae"
"2447","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Hyalorbilia","Hyalorbilia rotifera"
"2450","Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae","Halosarpheia","unidentified"
"2451","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","unidentified","unidentified"
"2454","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Parapyrenochaetaceae","Parapyrenochaeta","unidentified"
"2455","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Hyaloscypha","Hyaloscypha fuckelii"
"2457","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Humaria","unidentified"
"2460","Fungi","Ascomycota","Sordariomycetes","Sordariales","Cephalothecaceae","Cephalotheca","unidentified"
"2464","Fungi","Ascomycota","Pezizomycetes","Pezizales","Tuberaceae","Tuber","Tuber puberulum"
"2468","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","Coprinellus sclerocystidiosus"
"2470","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Clathrosphaerina","Clathrosphaerina zalewskii"
"2476","Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Podospora","Podospora pyriformis"
"2479","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","Coniochaeta decumbens"
"2481","Fungi","Ascomycota","Leotiomycetes","Helotiales","Sclerotiniaceae","Botrytis","Botrytis caroliniana"
"2484","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Saksenaeaceae","Saksenaea","Saksenaea trapezispora"
"2485","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Dominikia","Dominikia aurea"
"2487","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Mucor","Mucor heterogamus"
"2488","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Calyptrozyma","unidentified"
"2498","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Paracamarosporium","Paracamarosporium psoraleae"
"2500","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariaceae","Neurospora","Neurospora terricola"
"2504","Fungi","Ascomycota","Arthoniomycetes","unidentified","unidentified","unidentified","unidentified"
"2511","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Verrucoconiothyrium","Verrucoconiothyrium nitidae"
"2512","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula variata"
"2513","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Capnodiaceae","Chaetocapnodium","unidentified"
"2516","Fungi","Basidiomycota","Tritirachiomycetes","Tritirachiales","Tritirachiaceae","Paratritirachium","unidentified"
"2517","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales_fam_Incertae_sedis","Chalara","Chalara angustata"
"2522","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus nutans"
"2529","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Tomentella","Tomentella punicea"
"2531","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Coleophoma","Coleophoma paracylindrospora"
"2533","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Tetrapyrgos","unidentified"
"2539","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metapochonia","unidentified"
"2542","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria leptinellae"
"2548","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Myrothecium","unidentified"
"2549","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","Coprinopsis spelaiophila"
"2551","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Ascocoryne","Ascocoryne albida"
"2552","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Zopfiella","Zopfiella longicaudata"
"2554","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum","Geastrum senoretiae"
"2555","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Sporidesmiella","unidentified"
